case_number,source_group_number,scenario,phase,arm,status,decision_correct,evidence_correct,exact_correct,direct,e2e_s,jev_s,codex_s,confidence,codex_input_tokens,codex_cached_tokens,codex_output_tokens,jev_input_tokens,jev_output_tokens
58,26,crash,test,C,ok,1,1,1,1,1.0987715829978697,1.0979374590096995,0,0.99,0,0,0,1000,157
41,14,crash,test,A,ok,1,1,1,0,8.299713416025043,0,8.298739499994554,,25488,0,24,0,0
41,14,crash,test,B,ok,1,1,1,0,1.0647615420166403,1.0571851250133477,0,0.94,0,0,0,1017,158
41,14,crash,test,C,ok,1,1,1,1,0.9386930000036955,0.9381259999936447,0,0.96,0,0,0,1017,158
59,14,crash,test,A,ok,1,1,1,0,10.158005625009537,0,10.156463166000322,,25488,21760,24,0,0
59,14,crash,test,B,ok,1,1,1,0,3.1206306670210324,3.1201953340205364,0,0.96,0,0,0,1017,158
59,14,crash,test,C,ok,1,1,1,1,0.8474264169926755,0.846639207971748,0,0.95,0,0,0,1017,158
60,27,crash,test,A,ok,1,1,1,0,9.834101125015877,0,9.832630415970925,,25482,21760,26,0,0
60,27,crash,test,B,ok,1,1,1,0,0.8746594580006786,0.8734516249969602,0,1.0,0,0,0,1013,161
60,27,crash,test,C,ok,1,1,1,1,0.8805767499725334,0.8791824159561656,0,0.99,0,0,0,1013,161
61,27,crash,test,A,ok,1,1,1,0,9.636339874996338,0,9.63502729096217,,25482,0,26,0,0
61,27,crash,test,B,ok,1,1,1,0,1.130502624961082,1.1300352910184301,0,0.99,0,0,0,1013,161
61,27,crash,test,C,ok,1,1,1,1,1.1532090419786982,1.1528430830221623,0,0.99,0,0,0,1013,161
62,28,crash,test,A,ok,1,1,1,0,8.1522402499686,0,8.150173083995469,,25499,0,26,0,0
62,28,crash,test,B,ok,1,1,1,0,0.8486582080367953,0.8456172089790925,0,1.0,0,0,0,1032,161
62,28,crash,test,C,ok,1,1,1,1,1.0464725409983657,1.045003374980297,0,1.0,0,0,0,1032,161
63,28,crash,test,A,ok,1,1,1,0,8.55488733301172,0,8.553591375006363,,25499,21760,26,0,0
63,28,crash,test,B,ok,1,1,1,0,0.8833655830239877,0.8826086249900982,0,1.0,0,0,0,1032,161
63,28,crash,test,C,ok,1,1,1,1,0.8604432920110412,0.8600526669761166,0,1.0,0,0,0,1032,161
64,29,crash,test,A,ok,1,1,1,0,12.807988124957774,0,12.806611125008203,,25476,21760,26,0,0
64,29,crash,test,B,ok,1,1,1,0,0.9201480000047013,0.9197889999486506,0,0.99,0,0,0,1003,161
64,29,crash,test,C,ok,1,1,1,1,0.8493620830122381,0.8486722499947064,0,0.98,0,0,0,1003,161
65,29,crash,test,A,ok,1,1,1,0,10.132844624982681,0,10.131147917010821,,25476,21760,26,0,0
65,29,crash,test,B,ok,1,1,1,0,0.89242774999002,0.891365792020224,0,0.99,0,0,0,1004,161
65,29,crash,test,C,ok,1,1,1,1,0.8594828330096789,0.8584701670333743,0,0.99,0,0,0,1004,161
42,15,crash,test,A,ok,1,1,1,0,8.532047250017058,0,8.529753957991488,,27242,0,26,0,0
42,15,crash,test,B,ok,1,1,1,0,1.1016731670242734,1.1009305829647928,0,1.0,0,0,0,1026,161
42,15,crash,test,C,ok,1,1,1,1,1.0727242919965647,1.0723372079664841,0,1.0,0,0,0,1026,161
66,15,crash,test,A,ok,1,1,1,0,8.523309791984502,0,8.522154875041451,,25498,21760,26,0,0
66,15,crash,test,B,ok,1,1,1,0,0.8434517089626752,0.8425222910009325,0,0.99,0,0,0,1028,161
66,15,crash,test,C,ok,1,1,1,1,0.8024031249806285,0.8016239170101471,0,1.0,0,0,0,1028,161
67,30,crash,test,A,ok,1,1,1,0,8.452953499974683,0,8.45202683401294,,25511,0,24,0,0
67,30,crash,test,B,ok,1,1,1,0,1.4176345000159927,1.4172803749679588,0,0.95,0,0,0,1045,158
67,30,crash,test,C,ok,1,1,1,1,0.8618809579638764,0.861086749995593,0,0.95,0,0,0,1045,158
68,30,crash,test,A,ok,1,1,1,0,12.073272957990412,0,12.071202332968824,,25511,21760,24,0,0
68,30,crash,test,B,ok,1,1,1,0,1.0818242499954067,1.0813353330013342,0,0.96,0,0,0,1045,158
68,30,crash,test,C,ok,1,1,1,1,0.8478913339786232,0.8472485409583896,0,0.96,0,0,0,1045,158
69,31,crash,test,A,ok,1,1,1,0,9.71995954203885,0,9.717998416977935,,25531,0,23,0,0
69,31,crash,test,B,ok,1,1,1,0,0.8707095000427216,0.8703398340148851,0,0.99,0,0,0,1067,158
69,31,crash,test,C,ok,1,1,1,1,0.9973953330190852,0.9963080000015907,0,0.99,0,0,0,1067,158
70,31,crash,test,A,ok,1,1,1,0,8.795036791998427,0,8.793707000033464,,25531,0,23,0,0
70,31,crash,test,B,ok,1,1,1,0,0.8353916250052862,0.8349439169978723,0,0.99,0,0,0,1067,158
70,31,crash,test,C,ok,1,1,1,1,0.897432750032749,0.8970242500072345,0,0.99,0,0,0,1067,158
71,16,crash,test,A,ok,1,1,1,0,8.860195999965072,0,8.858866167021915,,25504,0,23,0,0
71,16,crash,test,B,ok,1,1,1,0,0.8336237499606796,0.8329023339902051,0,0.99,0,0,0,1033,158
71,16,crash,test,C,ok,1,1,1,1,0.8931322919670492,0.8896728749969043,0,0.99,0,0,0,1033,158
43,16,crash,test,A,ok,1,1,1,0,10.366937457991298,0,10.365957707981579,,25504,0,23,0,0
43,16,crash,test,B,ok,1,1,1,0,2.546109458024148,2.5452751250122674,0,0.99,0,0,0,1035,158
43,16,crash,test,C,ok,1,1,1,1,0.8365322080207989,0.8360552920494229,0,0.99,0,0,0,1035,158
72,17,crash,test,A,ok,1,1,1,0,7.523025250004139,0,7.521892958029639,,25474,21760,23,0,0
72,17,crash,test,B,ok,1,1,1,0,0.8624301250092685,0.8621129170060158,0,0.99,0,0,0,1000,157
72,17,crash,test,C,ok,1,1,1,1,1.0082505000173114,1.0076435839873739,0,1.0,0,0,0,1000,157
44,17,crash,test,A,ok,1,1,1,0,9.575680000009015,0,9.573648457997479,,25474,0,23,0,0
44,17,crash,test,B,ok,1,1,1,0,0.8408687919727527,0.8404615829931572,0,1.0,0,0,0,1000,157
44,17,crash,test,C,ok,1,1,1,1,0.8605494999792427,0.8598747919895686,0,0.99,0,0,0,1000,157
73,18,rn,test,A,ok,1,1,1,0,9.27961879200302,0,9.278217042039614,,25288,0,22,0,0
73,18,rn,test,B,ok,1,1,1,0,0.8733877910417505,0.8728748339926824,0,0.99,0,0,0,864,143
73,18,rn,test,C,ok,1,1,1,1,0.851760083984118,0.8506544159608893,0,0.99,0,0,0,864,143
45,18,rn,test,A,ok,1,1,1,0,11.15447424998274,0,11.151735458057374,,25297,21760,22,0,0
45,18,rn,test,B,ok,1,1,1,0,1.0395853749942034,1.0391885829740204,0,0.74,0,0,0,872,143
45,18,rn,test,C,ok,1,1,1,1,0.9518439169623889,0.9510457090218551,0,0.75,0,0,0,872,143
74,18,rn,test,A,ok,1,1,1,0,7.890378209005576,0,7.889237125054933,,25311,21760,22,0,0
74,18,rn,test,B,ok,1,0,0,0,0.8735425000195391,0.8731683749938384,0,0.38,0,0,0,903,146
74,18,rn,test,C,ok,1,1,1,0,13.35230504203355,1.0541027910076082,12.296404333028477,0.46,25355,0,22,903,143
75,18,rn,test,A,ok,1,1,1,0,7.846588124986738,0,7.844160624954384,,25322,0,22,0,0
75,18,rn,test,B,ok,1,1,1,0,0.8395996670005843,0.8387700419989415,0,0.96,0,0,0,917,143
75,18,rn,test,C,ok,1,1,1,1,1.287982292007655,1.2866046670242213,0,0.94,0,0,0,917,143
76,18,rn,test,A,ok,1,1,1,0,8.571448166971095,0,8.569527374987956,,25299,0,22,0,0
76,18,rn,test,B,ok,1,1,1,0,0.8820960829616524,0.881730624998454,0,0.95,0,0,0,874,143
76,18,rn,test,C,ok,1,1,1,1,0.8567650829791091,0.8559122500009835,0,0.96,0,0,0,874,143
77,18,rn,test,A,ok,1,1,1,0,15.53401495795697,0,15.532841584004927,,25322,21760,22,0,0
77,18,rn,test,B,ok,1,1,1,0,0.8635800419724546,0.8619515000027604,0,0.97,0,0,0,921,143
77,18,rn,test,C,ok,1,1,1,1,1.0626332089887,1.0622297909576446,0,0.97,0,0,0,921,143
78,18,rn,test,A,ok,1,1,1,0,9.378000499971677,0,9.376648708013818,,25321,21760,22,0,0
78,18,rn,test,B,ok,0,1,0,0,0.8616426250082441,0.8592289999942295,0,0.25,0,0,0,918,141
78,18,rn,test,C,ok,1,1,1,0,9.874576875008643,0.8636726669501513,9.007989458972588,0.29,25365,21760,22,918,143
46,18,rn,test,A,ok,1,1,1,0,11.488554249983281,0,11.475459042005241,,25300,21760,25,0,0
46,18,rn,test,B,ok,1,1,1,0,0.842560249962844,0.8413932920084335,0,0.36,0,0,0,885,146
46,18,rn,test,C,ok,1,1,1,0,9.80787754204357,1.042337667022366,8.763451790960971,0.41,25347,21760,25,885,146
79,18,rn,test,A,ok,1,1,1,0,9.14223045896506,0,9.140662124962546,,25312,21760,25,0,0
79,18,rn,test,B,ok,1,1,1,0,0.8542511250125244,0.853291250008624,0,0.71,0,0,0,904,146
79,18,rn,test,C,ok,1,1,1,1,1.0372088749427348,1.03676520899171,0,0.72,0,0,0,904,146
80,18,rn,test,A,ok,1,1,1,0,8.263996082998347,0,8.261899874953087,,25318,0,25,0,0
80,18,rn,test,B,ok,1,0,0,0,1.0379975420073606,1.0367557919817045,0,0.51,0,0,0,908,149
80,18,rn,test,C,ok,1,0,0,1,0.8723191249882802,0.8718207500060089,0,0.6,0,0,0,908,149
81,18,rn,test,A,ok,1,1,1,0,7.885452291986439,0,7.884525458037388,,25295,0,25,0,0
81,18,rn,test,B,ok,0,1,0,0,0.8981546660070308,0.8974416669807397,0,0.29,0,0,0,879,146
81,18,rn,test,C,ok,1,1,1,0,9.771648833993822,1.0963330829981714,8.673112709017005,0.29,25342,0,52,879,146
47,18,rn,test,A,ok,1,1,1,0,9.291647625039332,0,9.289309541985858,,25326,21760,25,0,0
47,18,rn,test,B,ok,1,1,1,0,0.8434806250152178,0.8424146670149639,0,0.88,0,0,0,931,146
47,18,rn,test,C,ok,1,1,1,1,0.8877333329874091,0.8865476250066422,0,0.83,0,0,0,931,146
82,18,rn,test,A,ok,0,0,0,0,9.518947541015223,0,9.517659540986642,,25321,0,82,0,0
82,18,rn,test,B,ok,0,0,0,0,0.8242805830086581,0.8238684170064516,0,0.42,0,0,0,913,146
82,18,rn,test,C,ok,0,0,0,0,13.921336792001966,1.311913707992062,12.60787058295682,0.41,25365,0,142,913,143
83,18,rn,test,A,ok,1,1,1,0,9.286291458993219,0,9.284687665989622,,25312,0,21,0,0
83,18,rn,test,B,ok,1,1,1,0,0.9377883750130422,0.9347464159945957,0,0.84,0,0,0,908,142
83,18,rn,test,C,ok,1,1,1,1,0.974773499998264,0.9740004999912344,0,0.84,0,0,0,908,142
84,18,rn,test,A,ok,1,1,1,0,8.836174125026446,0,8.83448491699528,,27052,0,21,0,0
84,18,rn,test,B,ok,1,1,1,0,1.3590059169800952,1.3574070000322536,0,0.79,0,0,0,896,142
84,18,rn,test,C,ok,1,1,1,1,1.0786148339975625,1.0777104169828817,0,0.78,0,0,0,896,142
85,18,rn,test,A,ok,0,0,0,0,10.651669208018575,0,10.649427917029243,,25327,0,87,0,0
85,18,rn,test,B,ok,1,0,0,0,0.800432791991625,0.7998587079928257,0,0.29,0,0,0,918,143
85,18,rn,test,C,ok,0,0,0,0,11.17030416597845,0.8738014159607701,10.292793000000529,0.28,25371,0,85,918,143
86,18,rn,test,A,ok,1,1,1,0,10.670282000035513,0,10.668959000031464,,25318,21760,21,0,0
86,18,rn,test,B,ok,1,1,1,0,0.9000979580450803,0.8993375829886645,0,1.0,0,0,0,912,142
86,18,rn,test,C,ok,1,1,1,1,0.8609360409900546,0.8604314579861239,0,1.0,0,0,0,912,142
48,18,rn,test,A,ok,1,1,1,0,8.682970041991211,0,8.678673042042647,,25294,21760,21,0,0
48,18,rn,test,B,ok,1,1,1,0,1.0961779169738293,1.0956752919591963,0,0.97,0,0,0,871,142
48,18,rn,test,C,ok,1,1,1,1,0.9982991670258343,0.9973648749873973,0,0.97,0,0,0,871,142
87,18,rn,test,A,ok,1,1,1,0,7.617997124965768,0,7.617331749992445,,25296,0,21,0,0
87,18,rn,test,B,ok,1,1,1,0,0.8701201250078157,0.8697210410027765,0,0.85,0,0,0,882,142
87,18,rn,test,C,ok,1,1,1,1,0.8495860839611851,0.8492459579720162,0,0.84,0,0,0,882,142
88,18,rn,test,A,ok,1,1,1,0,11.030394583009183,0,11.029516833019443,,25304,21760,21,0,0
88,18,rn,test,B,ok,1,1,1,0,0.8223133750143461,0.8219717920292169,0,0.74,0,0,0,891,142
88,18,rn,test,C,ok,1,1,1,1,0.8722251250292175,0.8716873329831287,0,0.78,0,0,0,891,142
89,32,mr,test,A,ok,1,1,1,0,12.940606707998086,0,12.939694040978793,,25138,21760,23,0,0
89,32,mr,test,B,ok,1,1,1,0,0.8922253340133466,0.8914823330123909,0,0.83,0,0,0,633,97
89,32,mr,test,C,ok,1,1,1,1,0.9049520409898832,0.9044778749812394,0,0.5,0,0,0,633,97
90,32,mr,test,A,ok,1,1,1,0,9.437554709031247,0,9.435103332973085,,25140,21760,22,0,0
90,32,mr,test,B,ok,1,1,1,0,0.8076231660088524,0.8069425419671461,0,0.98,0,0,0,635,96
90,32,mr,test,C,ok,1,1,1,1,0.9404392910073511,0.9394390000379644,0,0.98,0,0,0,635,96
91,33,mr,test,A,ok,1,1,1,0,8.052728583978023,0,8.05192283296492,,25139,0,23,0,0
91,33,mr,test,B,ok,1,1,1,0,1.0968628330156207,1.0960214579827152,0,0.98,0,0,0,639,97
91,33,mr,test,C,ok,1,1,1,1,0.8133063749992289,0.8128140000044368,0,0.92,0,0,0,639,97
92,33,mr,test,A,ok,1,1,1,0,15.805083792016376,0,15.803093458991498,,25150,0,22,0,0
92,33,mr,test,B,ok,1,1,1,0,0.8915990419918671,0.8909219999914058,0,0.51,0,0,0,648,97
92,33,mr,test,C,ok,1,1,1,1,0.91091537498869,0.9105465410393663,0,0.53,0,0,0,648,97
93,34,mr,test,A,ok,1,1,1,0,9.062001499987673,0,9.06091108295368,,25164,21760,23,0,0
93,34,mr,test,B,ok,1,1,1,0,0.9771514589665458,0.9768074169987813,0,0.96,0,0,0,663,97
93,34,mr,test,C,ok,1,1,1,1,0.8782195000094362,0.8776113750063814,0,0.96,0,0,0,663,97
94,34,mr,test,A,ok,1,1,1,0,10.673614334024023,0,10.67188358400017,,25138,21760,22,0,0
94,34,mr,test,B,ok,1,1,1,0,0.8571437500067987,0.8566679590148851,0,0.97,0,0,0,635,96
94,34,mr,test,C,ok,1,1,1,1,1.135602792026475,1.1350872089969926,0,0.95,0,0,0,635,96
95,19,mr,test,A,ok,1,1,1,0,9.809372875024565,0,9.80829850002192,,25146,21760,23,0,0
95,19,mr,test,B,ok,1,1,1,0,0.9124657500069588,0.9121631669695489,0,0.99,0,0,0,639,97
95,19,mr,test,C,ok,1,1,1,1,1.0211484580067918,1.0203482920187525,0,0.99,0,0,0,639,97
49,19,mr,test,A,ok,1,1,1,0,9.263885332969949,0,9.261698207992595,,25135,21760,22,0,0
49,19,mr,test,B,ok,1,1,1,0,1.0686270840233192,1.0678077500197105,0,0.98,0,0,0,630,96
49,19,mr,test,C,ok,1,1,1,1,0.8343010409735143,0.83322320895968,0,0.99,0,0,0,630,96
96,35,mr,test,A,ok,1,1,1,0,8.048379332991317,0,8.047092083026655,,25142,0,23,0,0
96,35,mr,test,B,ok,1,1,1,0,1.170109875034541,1.1696879160008393,0,0.96,0,0,0,649,97
96,35,mr,test,C,ok,1,1,1,1,0.8740084169548936,0.8736641670111567,0,0.96,0,0,0,649,97
97,35,mr,test,A,ok,1,1,1,0,8.049927125044633,0,8.048667041992303,,25160,21760,22,0,0
97,35,mr,test,B,ok,1,1,1,0,0.9103079999913462,0.9099218330229633,0,0.31,0,0,0,665,97
97,35,mr,test,C,ok,1,1,1,0,10.406149499991443,0.8319408750394359,9.572341167018749,0.3,25203,21760,22,665,94
98,36,mr,test,A,ok,1,1,1,0,10.204462083987892,0,10.20234012498986,,25149,21760,23,0,0
98,36,mr,test,B,ok,1,1,1,0,0.8530075840535574,0.8526252920273691,0,0.99,0,0,0,644,97
98,36,mr,test,C,ok,1,1,1,1,2.34127587499097,2.340581749973353,0,1.0,0,0,0,644,97
99,36,mr,test,A,ok,1,1,1,0,8.04228154203156,0,8.039770500035957,,25153,0,22,0,0
99,36,mr,test,B,ok,1,1,1,0,0.8942380420048721,0.893766290973872,0,0.99,0,0,0,648,96
99,36,mr,test,C,ok,1,1,1,1,0.9118546249810606,0.9106654589995742,0,0.99,0,0,0,648,96
100,37,mr,test,A,ok,1,1,1,0,12.22060241701547,0,12.2182401670143,,25139,21760,23,0,0
100,37,mr,test,B,ok,1,1,1,0,0.9034380409866571,0.902782124991063,0,0.78,0,0,0,634,97
100,37,mr,test,C,ok,1,1,1,1,0.8418562090373598,0.8398234999622218,0,0.73,0,0,0,634,97
101,37,mr,test,A,ok,1,1,1,0,14.073254625021946,0,14.071277750015724,,25138,21760,22,0,0
101,37,mr,test,B,ok,1,1,1,0,1.0593255829880945,1.058024000027217,0,0.96,0,0,0,633,96
101,37,mr,test,C,ok,1,1,1,1,2.4365605410421267,2.4360925829969347,0,0.97,0,0,0,633,96
102,20,mr,test,A,ok,1,1,1,0,8.604280833038501,0,8.602657082956284,,25144,0,23,0,0
102,20,mr,test,B,ok,1,1,1,0,0.9093829580233432,0.9085474580060691,0,1.0,0,0,0,634,97
102,20,mr,test,C,ok,1,1,1,1,0.8874870830331929,0.8865489579620771,0,1.0,0,0,0,634,97
50,20,mr,test,A,ok,1,1,1,0,10.391092415957246,0,10.389058375032619,,25158,21760,22,0,0
50,20,mr,test,B,ok,0,1,0,0,0.8716726250131615,0.8706590419751592,0,0.24,0,0,0,648,94
50,20,mr,test,C,ok,1,1,1,0,8.948774375021458,0.8277245000354014,8.118354165984783,0.27,25201,0,22,648,94
51,21,mr,test,A,ok,1,1,1,0,9.32497295801295,0,9.321947374963202,,26882,19072,23,0,0
51,21,mr,test,B,ok,1,1,1,0,0.8529906670446508,0.8515364169725217,0,0.96,0,0,0,633,97
51,21,mr,test,C,ok,1,1,1,1,0.860693667025771,0.860194250009954,0,0.97,0,0,0,633,97
103,21,mr,test,A,ok,1,1,1,0,11.265942584024742,0,11.2648879159824,,25139,21760,22,0,0
103,21,mr,test,B,ok,1,1,1,0,1.068438124959357,1.0680524170165882,0,0.99,0,0,0,634,96
103,21,mr,test,C,ok,1,1,1,1,1.038373582996428,1.0377441660384648,0,0.99,0,0,0,634,96
52,22,mr,test,A,ok,1,1,1,0,12.454456917010248,0,12.453400165948551,,25156,0,23,0,0
52,22,mr,test,B,ok,1,1,1,0,0.8208837080164813,0.8205124579835683,0,0.89,0,0,0,651,97
